Timestamp,AQI,PM2.5,PM10,NO2,CO,NO,NOx,NH3,SO2,O3,Benzene,Toluene,Xylene
2023-01-01,57.450712295168486,22.373509764221755,35.8188467576508,18.665480741619497,1.995409346624348,33.90464866573524,46.160083991218535,5.027887039274503,11.308772400163935,13.508138859501738,3.486173482422383,1.8611738576750905,4.648238122104845
2023-01-02,56.26039756966035,38.55463247769276,47.75705710599066,7.821650833393533,4.727858750243332,7.918411751733576,10.385405941229456,13.489716161232442,3.584398372108037,70.01626521750923,1.4310025882444115,7.289828918269342,1.838836104716344
2023-01-03,70.49654901173686,21.49170411179408,55.921233444151305,23.08613646785566,3.3934531011021702,31.099270434265907,10.536482285445771,9.973354279096652,12.46978931635878,39.07246111786844,1.033988182064804,3.286857503689593,5.989716859567837
2023-01-04,78.7318162433782,54.163673498089096,89.78514368342007,8.453913400925517,5.517485602820933,30.266806458178568,25.334816637130047,17.722978020508215,28.444560315440494,90.81272682618992,1.0046990410021093,5.491967919880985,0.3965529396043431
2023-01-05,44.21152424240856,,33.32115278047147,4.714587204666587,0.8222538083487645,30.229704248727693,12.57049537505748,5.099072904352628,19.96856312435963,89.93063700406323,1.776327342231611,7.129411462299116,2.967688473236669
2023-01-06,39.31584965178404,25.809174366085628,35.63635182826823,7.748488181737678,2.6006388436741306,32.156944996840465,17.561802789148395,13.87845080589084,20.801416162681797,39.2761556525573,2.206792336921126,9.05250905641967,6.285658658577941
2023-01-07,68.96081877922595,35.24452585508653,65.00143347546951,17.005252228282284,3.493492399926126,35.4410571751863,33.72024545371261,12.547290322801729,19.70390030185392,91.08648061214213,4.171650938169835,8.025816350615923,4.598364784232138
2023-01-08,65.11530589276416,45.397474343851016,33.154507628756285,21.561124991059124,4.088900115633617,41.22450498563464,66.1809975705869,6.610728073864823,7.57177989086423,99.6541906148901,0.6874663580162893,6.925430144790879,2.23706697358471
2023-01-09,54.89176115735403,18.0878577094817,52.94179503928077,16.74136209951797,1.37895123020512,17.141932405769644,50.04340503585106,3.59541716937228,13.713348194863844,84.28740977115532,3.701136652234982,6.956515232753864,5.620634330875772
2023-01-10,72.5138012024884,37.81897215043605,45.29394589718437,16.951610182005368,,42.12722345810279,45.88674081694915,13.381155449068254,23.02631435417291,86.03842129797061,2.7041290795275965,9.48628411830482,4.625649364417373
2023-01-11,52.52288378729465,36.12109090940918,61.59617111075393,9.563786856994504,4.6037219950967865,27.421505701855413,30.544217624568518,15.033351704514285,4.838441131488456,32.41078624981809,1.510932179112363,3.3103289262170925,6.41070015375982
2023-01-12,44.318198833624514,22.568561357036547,26.77102444621027,17.689048441322825,1.307678568338717,8.467622561044902,75.22276036029714,6.99691953150365,9.779877730511943,61.90321589719807,2.514815964210841,0.5105648948637804,5.933196452280622
2023-01-13,50.02913837075714,27.6040501342812,39.53487054583381,11.399358839253605,0.9312578905068032,7.634791815979064,37.79105288660342,13.251819476423965,9.7369350370439,16.05303225706311,1.5697161419074113,3.083568314282888,4.95884179188263
2023-01-14,20.135646232147195,11.64443365679394,,4.740255453919909,0.24419450086662,20.040724341322736,16.096493675704004,8.507487244618563,14.096529972646168,18.542614313950278,3.0208015806677,2.569968106454068,4.007785867424349
2023-01-15,31.2816097681268,15.07199341509977,,4.663685933798945,2.1201872740025256,40.32036397001604,53.19465612824609,14.550930782369736,29.45032474638118,99.90033508299616,2.225835221990697,6.787428558582983,1.2388205802066825
2023-01-16,57.03947427976687,31.430075471135986,48.571194702534754,19.304603071947103,3.6869439619173976,36.84564206334121,17.968687543362098,4.785090222987009,3.8900713071470143,39.39753244833199,0.9055870924865058,6.520260197772526,2.2383975395059936
2023-01-17,52.71011447093594,28.132744048669892,48.32302592752176,16.240232305312368,3.1205846331704428,40.48767341025829,34.165619996118444,17.914085050087312,16.52362784265666,77.33655208439617,0.671257065322914,6.137883135694876,3.468975888753265
2023-01-18,67.70126660139022,44.714195467708606,37.02944703554434,11.254041384008293,2.0902927632548365,28.27710753987242,45.51883571024662,6.460782332846015,7.022211096341893,82.59985477241348,2.778808842153438,0.6543127104898101,4.874534438649832
2023-01-19,41.18237846928117,13.103349554896678,42.21079838492594,5.136032066702143,1.860683264929108,24.80895490799708,71.1955767279623,7.987933767366905,29.17894327147284,87.22209439065062,4.521823863101907,7.423391517281151,4.206921270679378
2023-01-20,28.697894983710523,11.834589338795626,18.56564155886068,8.72845875059958,1.822398699209756,11.635363701782778,44.548260623808304,2.103747089526646,5.172498132368998,99.78654676619408,1.7853926641326594,3.573538918612169,2.44783930248433
2023-01-21,74.28544878322853,50.526332084313125,83.84138053757906,22.01474266428185,4.064083902421219,19.76867391241902,59.1581136222165,3.1187320341042515,13.300828066124556,31.734683673118106,3.691700525390854,6.818031895562996,0.2504219907597423
2023-01-22,57.21669563092459,37.54018947092609,36.824536475369705,10.412171718444547,5.65877106759852,24.530871477824387,79.49717872993493,10.801376151534235,22.660779575368974,13.631574417372974,3.3274406392048586,5.787495070770457,4.070665930826348
2023-01-23,69.91574839842062,33.717757673049086,44.29032648962277,26.93567611369976,1.5576933510011453,8.987019335582776,19.204238392858716,6.084260857831458,21.727523984768467,47.00723661951274,4.664619080116457,3.755943791565118,2.427882710785496
2023-01-24,49.94045711224615,27.370019295439217,,7.257215761009726,3.6238298820627417,14.927537872004509,29.231206786366364,16.874124289101694,13.836401833030102,21.707260284605223,4.12280698476579,1.7784745374890236,5.929944745542174
2023-01-25,58.20996608672287,23.92152952778758,48.34028364922258,13.37085484071227,2.7002840210291064,31.920138232868247,37.62032529183524,1.279174384444123,11.702676702676111,12.018330024584962,2.8763657686367687,1.396979527774569,0.3867808691097713
2023-01-26,59.83277789433428,22.45215799509084,53.57359879762748,22.92102632011717,2.904161299828883,38.10484014076354,39.5279724977182,8.202786924766787,13.133146599480376,42.43841444273375,3.319449441347126,8.399424164566124,4.761656928185169
2023-01-27,35.96079928086658,17.45822589102185,19.63445427588456,8.124198867089747,2.6820930221795467,49.92563801268273,38.771475268588205,7.40956538861276,9.3997353684419,80.53644259677128,4.50209368626177,9.2247766497748,7.54349905254731
2023-01-28,61.25550363274152,,63.88148613559757,17.859518915295286,4.429952302787649,46.990099910460096,73.53277017895884,1.3672249874344198,7.749322283790395,60.95626221025638,2.0576420444759806,6.672986444260846,1.5603922834696962
2023-01-29,54.88815732824267,29.280770595617224,,12.035782893287202,5.445620917422459,33.915433979083616,59.98228511267995,3.362999581009694,15.52511153164892,38.150019028931865,1.7012940587031091,1.482624091174592,3.878866027854644
2023-01-30,67.79592318542217,22.44681354623657,58.7840272856719,,1.4613740765293075,23.95616239823324,52.55336498634927,8.85921082345407,9.518945169893003,68.89078049434477,0.152974309812462,4.319258560438287,0.9130915361736778
2023-01-31,65.5277241886944,,52.98138789416087,25.896117195875,1.269263397007404,33.62798141187047,31.656090250394747,10.364427104501486,10.048926617123003,30.881636227792963,4.150100263538175,7.424922400998994,5.080318915638551
2023-02-01,97.37370329693502,67.624507957563,76.00350001589935,,7.321576808868572,40.35432281361044,67.66532689549064,8.681505197842512,20.3891697772876,11.294330146487653,4.024805431976488,7.908298398095647,4.49414710865056
2023-02-02,61.15153333822939,35.42292373361034,54.53177173330325,22.517814512263627,3.794747548776477,10.32512859155243,76.85423580394922,11.087815889829782,29.119045287596983,78.79180477927846,0.6118271386907418,1.6230769117653416,3.3774510888600924
2023-02-03,40.51537824606168,20.842672297327017,24.66042122105696,6.846547175736589,1.4048488619882804,23.44572003633297,67.48387977851586,12.307501823207948,18.9018416156625,66.13687763776082,2.926601167550232,0.5002918290311329,4.266740767495182
2023-02-04,71.08289913924517,30.125717873490355,44.59383483503334,11.652719968618626,1.2189113009916486,42.79110285360277,10.109557363403104,1.188552601428877,4.155425077819055,78.6072362050864,2.3735103210177484,7.265301935865748,7.19328233605828
